dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,reference,start-date,typology,address,address-text,description,notes,organisation,tree,tree-preservation-order,tree-preservation-order-tree,tree-species
tree,,7002018267,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.65) 1994 Arksey,109,POINT (-1.124506 53.551692),tree,DMBC/TPO/00065/T84,,geography,,Tree Preservation Order Ings Lane Arksey Doncaster South Yorkshire,,Within the north western boundary to field no 1238 adjacent to Hemp Pits Road,,,,,Ash
tree,,7002018268,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.65) 1994 Arksey,109,POINT (-1.124893 53.551359),tree,DMBC/TPO/00065/T86,,geography,,Tree Preservation Order Ings Lane Arksey Doncaster South Yorkshire,,Within the north western boundary to field no 1238 adjacent to Hemp Pits Road,,,,,Hawthorn
tree,,7002018269,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.65) 1994 Arksey,109,POINT (-1.125223 53.551147),tree,DMBC/TPO/00065/T88,,geography,,Tree Preservation Order Ings Lane Arksey Doncaster South Yorkshire,,Within the north western boundary to field no 1238 adjacent to Hemp Pits Road,,,,,Ash
tree,,7002018270,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.65) 1994 Arksey,109,POINT (-1.131302 53.552640),tree,DMBC/TPO/00065/T89,,geography,,Tree Preservation Order Ings Lane Arksey Doncaster South Yorkshire,,Within the front garden of 10 Station Road,,,,,Ash
tree,,7002018271,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.162) 1995 Field House, Hickleton Road, Barnbur",109,POINT (-1.269453 53.528549),tree,DMBC/TPO/00162/T2,,geography,,Vanbrugh House Hickleton Road Barnburgh Doncaster South Yorkshire DN5 7EL,,In the south east corner of rear garden. SE 4852 0378,,,,,Ash
tree,,7002018272,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.319) 2008 Site of the Church Hall, The Abbes W",109,POINT (-1.188423 53.602836),tree,DMBC/TPO/00319/T1,,geography,,Burghwallis Church Hall The Abbes Walk Burghwallis Doncaster South Yorkshire DN6 9JQ,,Situated near to the southern apex of the site adjacent to the access drive to 'Boscodon'.,,,,,Sycamore
tree,,7002018273,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.200) 1998 2 Harvey Close, Finningley",109,POINT (-0.984993 53.488065),tree,DMBC/TPO/00200/T1,,geography,,2 Harvey Close Finningley Doncaster South Yorkshire DN9 3RB,,Located within the side garden of 2 Harvey Close. SK 67449951,,,,,Walnut
tree,,7002018274,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.328) 2008 No.2 Woodside Road, Scawthorpe",109,POINT (-1.165207 53.545477),tree,DMBC/TPO/00328/T1,,geography,,2 Woodside Road Scawthorpe Doncaster South Yorkshire DN5 9LE,,"Situated in the front garden of 2 Woodside Road, Scawthorpe adjacent to the northern boundary.",,,,,Oak
tree,,7002018275,2022-10-27,,,Doncaster Rural District Council Tree Preservation Order (No.8) 1968 Barnburgh,109,POINT (-1.268279 53.525536),tree,74/14/DRDC/08/T1,,geography,,Street Record Barnburgh Hall Gardens Barnburgh Doncaster South Yorkshire,,In OS. Parcel 5328 North west of Barnburgh Hall,,,,,Oak
tree,,7002018276,2022-10-27,,,Doncaster Rural District Council Tree Preservation Order (No.8) 1968 Barnburgh,109,POINT (-1.267341 53.525357),tree,74/14/DRDC/08/T3,,geography,,Street Record Barnburgh Hall Gardens Barnburgh Doncaster South Yorkshire,,In OS. Parcel 5328 North of Barnburgh Hall,,,,,Poplar
tree,,7002018277,2022-10-27,,,Doncaster Rural District Council Tree Preservation Order (No.7) 1968 Edenthorpe,109,POINT (-1.078533 53.547206),tree,74/13/DRDC/07/T2,,geography,,Street Record Thorne Road Edenthorpe Doncaster South Yorkshire,,"In hedgerow, O.S.Field 1311 north side of Thorne Road, Edenthorpe (O.S.Sheet SE 6106 - 1962 Edition) 25 yards east of railway line.",,,,,Elm
tree,,7002018278,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.302) 2009 Tickhill West,109,POINT (-1.115536 53.429757),tree,DMBC/TPO/00302/T1,,geography,,Street Record Westgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of 54 West Gate; within the front garden adjacent to the southern boundary with West Gate to the west of the entrance driveway.,,,,,Beech
tree,,7002018279,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.127270 53.522915),tree,DMBC/TPO/00070/T2,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated in the south-western area of the churchyard,,,,,Robinia
tree,,7002018280,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.127383 53.523238),tree,DMBC/TPO/00070/T3,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated west of the church within the churchyard,,,,,Holly
tree,,7002018281,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.127914 53.523218),tree,DMBC/TPO/00070/T4,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated within a western corner of the churchyard,,,,,Lime
tree,,7002018282,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.127541 53.523361),tree,DMBC/TPO/00070/T6,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated in the north-western area of the churchyard,,,,,Lime
tree,,7002018283,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.127255 53.523354),tree,DMBC/TPO/00070/T9,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated in the north-western area of the churchyard,,,,,Ash
tree,,7002018284,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.126783 53.523487),tree,DMBC/TPO/00070/T10,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated north of the church within the churchyard,,,,,Holly
tree,,7002018285,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.126240 53.523836),tree,DMBC/TPO/00070/T13,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated on the north boundary of the churchyard,,,,,Lime
tree,,7002018286,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.126004 53.523899),tree,DMBC/TPO/00070/T15,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated on the north boundary of the churchyard,,,,,Sycamore
tree,,7002018287,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.125998 53.523681),tree,DMBC/TPO/00070/T17,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Situated in the north eastern boundary of the churchyard,,,,,Lime
tree,,7002018288,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.242) 2000 Land To The Rear Of 66 High Street,",109,POINT (-1.069724 53.576348),tree,DMBC/TPO/00242/T1,,geography,,66 High Street Barnby Dun Doncaster South Yorkshire DN3 1DS,,To the rear of nos. 66 High Street and 2 Catling Lane.,,,,,Ash
tree,,7002018289,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.129) 1994 48 / 50 Brosley Avenue, Barnby Dun",109,POINT (-1.062518 53.578095),tree,DMBC/TPO/00129/T1,,geography,,48 Brosley Avenue Barnby Dun Doncaster South Yorkshire DN3 1AQ,,Within rear garden of no.50 Brosley Avenue.,,,,,Sycamore
tree,,7002018290,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.129) 1994 48 / 50 Brosley Avenue, Barnby Dun",109,POINT (-1.062399 53.578028),tree,DMBC/TPO/00129/T2,,geography,,48 Brosley Avenue Barnby Dun Doncaster South Yorkshire DN3 1AQ,,Within rear garden of no.48 Brosley Avenue.,,,,,Sycamore
tree,,7002018291,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.214) 1998 Loversall,109,POINT (-1.128152 53.481036),tree,DMBC/TPO/00214/T44,,geography,,Tree Preservation Order Bubup Hill Loversall Doncaster South Yorkshire,,Located to the north of Rakes Lane. SK 57959860,,,,,Oak
tree,,7002018292,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.214) 1998 Loversall,109,POINT (-1.127993 53.480884),tree,DMBC/TPO/00214/T46,,geography,,Tree Preservation Order Bubup Hill Loversall Doncaster South Yorkshire,,Located to the north of Rakes Lane. SK 57969859,,,,,Ash
tree,,7002018293,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.214) 1998 Loversall,109,POINT (-1.128203 53.480840),tree,DMBC/TPO/00214/T47,,geography,,Tree Preservation Order Bubup Hill Loversall Doncaster South Yorkshire,,Located to the north of Rakes Lane. SK 57939859,,,,,Sycamore (multi-stemmed)
tree,,7002018294,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.214) 1998 Loversall,109,POINT (-1.128454 53.481111),tree,DMBC/TPO/00214/T49,,geography,,Tree Preservation Order Bubup Hill Loversall Doncaster South Yorkshire,,Located to the north of Rakes Lane. SK 57939862,,,,,Ash
tree,,7002018295,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.169) 1996 Kent Road, Balby",109,POINT (-1.148330 53.503205),tree,DMBC/TPO/00169/T1,,geography,,5 Kent Road Balby Doncaster South Yorkshire DN4 8JB,,Within the front garden of No.5 Kent Road. SE 5659 0106,,,,,Sycamore
tree,,7002018296,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.169) 1996 Kent Road, Balby",109,POINT (-1.148121 53.503187),tree,DMBC/TPO/00169/T2,,geography,,5 Kent Road Balby Doncaster South Yorkshire DN4 8JB,,Within the front garden of No.6 Kent Road. SE 5660 0105,,,,,Birch
tree,,7002018297,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.176764 53.499581),tree,DMBC/TPO/00210/T1,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,"Within the curtilage of Warmsworth Hall, adjacent to the northern boundary next to the steps. SE 54710063",,,,,Sycamore
tree,,7002018298,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.176699 53.499059),tree,DMBC/TPO/00210/T2,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel. SE 54710058,,,,,Cherry
tree,,7002018299,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.175944 53.499039),tree,DMBC/TPO/00210/T4,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel. SE 54760057,,,,,Willow
tree,,7002018300,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.175612 53.498622),tree,DMBC/TPO/00210/T6,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel adjacent to the pond. SE 54780053,,,,,Norway Maple Purple Variety
tree,,7002018301,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.175468 53.498555),tree,DMBC/TPO/00210/T7,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel adjacent to the pond. SE 547900532,,,,,Sycamore
tree,,7002018302,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.176271 53.498400),tree,DMBC/TPO/00210/T9,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel adjacent to the pond. SE 54740050,,,,,Cedar of Lebanon
tree,,7002018303,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.176501 53.498440),tree,DMBC/TPO/00210/T11,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel adjacent to the pond. SE 54720051,,,,,Grey Poplar
tree,,7002018304,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.176437 53.498401),tree,DMBC/TPO/00210/T12,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel adjacent to the pond. SE 54720050,,,,,Grey Poplar
tree,,7002018305,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.176994 53.498524),tree,DMBC/TPO/00210/T14,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel. SE 54690052,,,,,Sycamore
tree,,7002018306,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.177036 53.498700),tree,DMBC/TPO/00210/T16,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel. SE 54690053,,,,,Sycamore
tree,,7002018307,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.177121 53.498686),tree,DMBC/TPO/00210/T17,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel. SE 54680054,,,,,Sycamore
tree,,7002018308,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.177026 53.498960),tree,DMBC/TPO/00210/T19,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel. SE 54690056,,,,,Beech
tree,,7002018309,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.210) 1997 Moat House Hotel, Warmsworth",109,POINT (-1.176689 53.498793),tree,DMBC/TPO/00210/T21,,geography,,Doncaster Moat House High Road Warmsworth Doncaster South Yorkshire DN4 9UX,,Within the rear car park of the Moat House Hotel. SE 54710054,,,,,Evergreen Oak
tree,,7002018310,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.121789 53.526532),tree,DMBC/TPO/00070/T19,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,In front garden of 95 Thorne Road,,,,,Silver Lime
tree,,7002018311,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.122161 53.524672),tree,DMBC/TPO/00070/T21,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,To the rear of 44 Town Field Villas,,,,,Sycamore
tree,,7002018312,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.122772 53.525392),tree,DMBC/TPO/00070/T22,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Within the grounds of 46 Thorne Road (Rutland Street side),,,,,Horse Chestnut
tree,,7002018313,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.112) 1993 St. Catherine's Hospital Site, Balby",109,POINT (-1.147905 53.495348),tree,DMBC/TPO/00112/T21,,geography,,St Catherines Hospital Tickhill Road Balby Doncaster South Yorkshire DN4 8QN,,Adjacent T20,,,,,Holly
tree,,7002018314,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.112) 1993 St. Catherine's Hospital Site, Balby",109,POINT (-1.147113 53.494222),tree,DMBC/TPO/00112/T23,,geography,,St Catherines Hospital Tickhill Road Balby Doncaster South Yorkshire DN4 8QN,,In grass quad,,,,,Walnut
tree,,7002018315,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.111482 53.431406),tree,DMBC/TPO/00298/T13,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; within the graveyard to the west of the path between St Mary's Gate and Bride Church Lane approximately 15m from the western facade of the Church.,,,,,Lime
tree,,7002018316,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.111687 53.431145),tree,DMBC/TPO/00298/T15,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; within the graveyard to the west of the path between St Mary's Gate and Bride Church Lane approximately 15m south west of T13.,,,,,Irish Yew
tree,,7002018317,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.111091 53.430961),tree,DMBC/TPO/00298/T17,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; adjacent to the southern boundary approximately 12m east of the southern entrance path from Bride Church Lane and opposite 9 Bride Church Lane.,,,,,Lime
tree,,7002018318,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110772 53.430959),tree,DMBC/TPO/00298/T19,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; adjacent to the southern boundary approximately 10m east of T18 and opposite 7 Bride Church Lane.,,,,,Lime
tree,,7002018319,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110592 53.430970),tree,DMBC/TPO/00298/T20,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; adjacent to the southern boundary approximately 9m east of T19 and opposite 6 Bride Church Lane.,,,,,Lime
tree,,7002018320,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110310 53.431051),tree,DMBC/TPO/00298/T22,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; adjacent to the south eastern corner approximately 7m east of T21.,,,,,Lime
tree,,7002018321,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110209 53.431134),tree,DMBC/TPO/00298/T23,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; adjacent to the eastern boundary approximately 7m north east of T22.,,,,,Lime
tree,,7002018322,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110104 53.431348),tree,DMBC/TPO/00298/T25,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; adjacent to the eastern boundary to the south of the eastern entrance path from Bride Church Lane.,,,,,Lime
tree,,7002018323,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110142 53.431479),tree,DMBC/TPO/00298/T27,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; adjacent to the eastern boundary approximately 8m north of T26.,,,,,Lime
tree,,7002018324,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110381 53.431517),tree,DMBC/TPO/00298/T28,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of St Mary's Churchyard; within the graveyard to the north east of St Mary's Church approximately 20m from the eastern boundary and 10m from the northern boundary.,,,,,Horse Chestnut
tree,,7002018325,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.113516 53.429941),tree,DMBC/TPO/00298/T30,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing within the curtilage of 28 West Gate; within the front garden adjacent to the southern boundary with West Gate.,,,,,False Acacia
tree,,7002018326,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.110745 53.430206),tree,DMBC/TPO/00298/T32,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of The Carpenter's Arms Public House, West Gate; within the car park to the north of the public house adjacent to the rear boundaries of 9-14 Church Lane.",,,,,Tree of Heaven
tree,,7002018327,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.298) 2009 Tickhill Central,109,POINT (-1.108893 53.430693),tree,DMBC/TPO/00298/T33,,geography,,Street Record Northgate Tickhill Doncaster South Yorkshire,,Standing to the rear of 39-45 Castle Gate; within the rear garden approximately 13m east of the dwellings adjacent to the southern boundary with 47 Castle Gate.,,,,,Sycamore
tree,,7002018328,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.112178 53.427935),tree,DMBC/TPO/00301/T14,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of Stonebridge House, Lindrick; adjacent to the eastern boundary with Bower's Walk, approximately 16m south of T13.",,,,,Sycamore
tree,,7002018329,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.113323 53.429153),tree,DMBC/TPO/00301/T21,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,Standing within the curtilage of 11 Home Meadows; within the front garden adjacent to the western boundary to the north of the Paper Mill Dyke.,,,,,Yew
tree,,7002018330,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.113360 53.429072),tree,DMBC/TPO/00301/T22,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,Standing within the curtilage of 9 Home Meadows; within the side garden to the north of the dwelling adjacent to the Paper Mill Dyke.,,,,,Ash
tree,,7002018331,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.113666 53.429112),tree,DMBC/TPO/00301/T25,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of The Willows, Lindrick; near the north western corner of the rear garden adjacent to the Paper Mill Dyke.",,,,,Sycamore
tree,,7002018332,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.113713 53.428981),tree,DMBC/TPO/00301/T26,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of The Willows, Lindrick; within the rear garden adjacent to the western boundary, approximately 15m south of the Paper Mill Dyke.",,,,,Willow
tree,,7002018333,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.113767 53.428872),tree,DMBC/TPO/00301/T27,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of Caldecot, Lindrick; within the rear garden adjacent to the eastern boundary approximately 28m south of the Paper Mill Dyke.",,,,,Horse Chestnut
tree,,7002018334,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.122500 53.525960),tree,DMBC/TPO/00070/T51,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Within the front garden of 54 Thorne Road,,,,,Horse Chestnut
tree,,7002018335,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.122790 53.523458),tree,DMBC/TPO/00070/T54,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,To the rear of 16 Town Field Villas,,,,,Beech
tree,,7002018336,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.122782 53.523244),tree,DMBC/TPO/00070/T56,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,To the rear of 18 Town Field Villas,,,,,Holly
tree,,7002018337,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.122843 53.523130),tree,DMBC/TPO/00070/T58,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,To the rear of 19 Town Field Villas,,,,,Holly
tree,,7002018338,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.121890 53.525248),tree,DMBC/TPO/00070/T60,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,Hil House rear of Preparatory School,,,,,Holly
tree,,7002018339,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.70) 1991 Christchurch,109,POINT (-1.122610 53.523620),tree,DMBC/TPO/00070/T61,,geography,,Tree Preservation Order Christ Church Road Doncaster South Yorkshire,,To the rear garden of 15 Town Field Villas,,,,,Tree of Heaven
tree,,7002018340,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.213) 1998 Wilsic Hall,109,POINT (-1.151409 53.459307),tree,DMBC/TPO/00213/T1,,geography,,Wilsic Hall School Wilsic Road Wilsic Doncaster South Yorkshire DN11 9AG,,Located adjacent to Wilsic Road in front the driveway to Wilsic Hall. SK 5644 9617,,,,,Lime
tree,,7002018341,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.213) 1998 Wilsic Hall,109,POINT (-1.151126 53.456998),tree,DMBC/TPO/00213/T3,,geography,,Wilsic Hall School Wilsic Road Wilsic Doncaster South Yorkshire DN11 9AG,,Located on the west side of the car park at the front of Wilsic Hall. SK 5646 9591,,,,,Hornbeam
tree,,7002018342,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.112445 53.428902),tree,DMBC/TPO/00301/T5,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of Stonebridge House, Lindrick; near to the north western corner adjacent to the Paper Mill Dyke.",,,,,Holly
tree,,7002018343,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.111795 53.428631),tree,DMBC/TPO/00301/T7,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of Stonebridge House, Lindrick; adjacent to the eastern boundary with Bower's Walk, approximately 36m south of the Paper Mill Dyke.",,,,,Sycamore
tree,,7002018344,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.111829 53.428548),tree,DMBC/TPO/00301/T8,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of Stonebridge House, Lindrick; adjacent to the eastern boundary with Bower's Walk, approximately 9m south of T7.",,,,,Sycamore
tree,,7002018345,2022-10-27,,,Doncaster Borough Council Tree Preservation Order (No.301) 2009 Tickhill Lindrick,109,POINT (-1.111950 53.428286),tree,DMBC/TPO/00301/T10,,geography,,Street Record Lindrick Tickhill Doncaster South Yorkshire,,"Standing within the curtilage of Stonebridge House, Lindrick; adjacent to the eastern boundary with Bower's Walk, approximately 11m south of T9.",,,,,Sycamore
tree,,7002018346,2022-10-27,,,"Doncaster Borough Council Tree Preservation Order (No.158) 1995 The Rectory, Adwick-le-Street",109,POINT (-1.183957 53.569923),tree,DMBC/TPO/00158/T1,,geography,,The Rectory Village Street Adwick Le Street Doncaster South Yorkshire DN6 7AD,,In front garden of The Rectory. SE 5414 0845,,,,,Sycamore
